Timestamp,Game Title,Steam URL,Steam AppID,Why do you think your game would be a fit?,Will the game be in released state by September 24?,Does the game have a Demo available September 24 - October 1st?,Do you plan a Discount during the event?,Will there be a major announcement and/or feature during the event?,"If you answered Yes to the previous question, please elaborate:",Contact email
9/9/2026 17:20:24,Foolish Mortals,https://store.steampowered.com/app/1848440/Foolish_Mortals/,1848440,"While we're not a desktop companion game, we do think we'd fit the cozy criteria if you do decide to include it. Set in the romantic bayou of 1930s Louisiana, Foolish Mortals is a story-driven point & click adventure where to explore a ghost story with a romantic twist. It has no scares, no deaths, no softlocks (and a built-in dynamic hint system), making it a perfect cozy game for an Autumn night.",Yes,No,Yes,No,,inklingwood@gmail.com
9/9/2026 17:37:06,Loot Tycoon,https://store.steampowered.com/app/4165310/_/,4165310,"Loot Tycoon combines idle RPG progression, automated combat, loot collection, and shop management.

Players can let their characters automatically fight enemies, collect loot, and generate resources without requiring constant input. They can then return to upgrade their characters, manage equipment and runes, and improve their shop.

The game's gameplay loop of automatic adventure ? loot collection ? shop management ? character progression works particularly well for players who enjoy games that can continue progressing while they are doing other things.

Its combination of idle gameplay, automation, RPG progression, and management mechanics makes it a suitable addition to the event, especially for players interested in idle RPG and management-oriented desktop experiences.",Yes,No,Yes,No,Yes,liang@gamersky.com
9/9/2026 17:38:18,Loot of Baal,https://store.steampowered.com/app/3358250/_/,3358250,"Loot of Baal is designed specifically as a desktop companion experience, featuring an idle RPG and loot-driven adventure system that runs on the side of the player's screen.

Players can let their mercenaries automatically explore, fight enemies, and collect loot while they work, browse the web, or enjoy other activities. The game continues to provide progression without requiring constant attention.

At the same time, its RPG progression, equipment system, loot collection, and character builds offer meaningful depth for players who want to actively engage with the game.

The combination of desktop companionship, automation, idle progression, and ARPG-style loot hunting makes it an especially strong match for this event.",Yes,No,Yes,No,Yes,liang@gamersky.com
9/9/2026 17:39:35,Berserk B.I.T.S,https://store.steampowered.com/app/2348540/_/,2348540,"Berserk B.I.T.S combines desktop pets, idle progression, automatic combat, and pet collection, making it a natural fit for a Desktop Companion event.

Players can keep their pets on the desktop while they automatically fight enemies, collect resources, and grow stronger. Players can also interact with their pets, collect different creatures, customize their builds, and make strategic decisions when they want to actively participate.

The game focuses heavily on the idea of having a persistent character living and growing alongside the player on their desktop, which closely matches the core concept of a desktop companion.

Its cute visual style, relaxing progression, pet collection, and light interaction also make it a good fit for the event's potential Cozy component.",Yes,No,Yes,No,Yes,liang@gamersky.com
9/9/2026 18:51:34,SuperWEIRD: Automation Roguelite,https://store.steampowered.com/app/3818770/SuperWEIRD/,3818770,"SuperWEIRD is a cozy automation roguelite about building, survival, and rebuilding a broken world with cute disposable robots. Its approachable production-chain gameplay, relaxed experimentation, and solo/co-op play should appeal to the event’s cozy-game audience, even though it is not a traditional desktop companion game.",No,Yes,No,Yes,"We will be running a large public playtest throughout the event period, with regular updates released during that time.",evgeniia.sheremeteva@luden.io
9/9/2026 19:31:33,Chicks In Trouble,https://store.steampowered.com/app/4048470/Chicks_In_Trouble/,4048470,The game is a cozy puzzle action oriented game with co-op campaign feature. It doesn't push you into the edge but rather feels more on relaxed side when you play it. Also we feel it's a great suit to be played by all ages including female/young players as well as parent-child couples.,No,Yes,No,Yes,Release date of the game.,contact@creamative.com
9/9/2026 19:40:45,DEEPLANDERS,https://store.steampowered.com/app/3192550/DEEPLANDERS/,3192550,"While DEEPLANDERS is not currently a desktop companion game, it is a cozy experience and we are actually starting to develop this feature. Many players have told us that simply watching the Deeplanders live their little lives after building a city is surprisingly satisfying, and that this aspect of the game could work particularly well as a desktop companion experience.

There is also a particularly good timing fit: the event takes place on September 24, and DEEPLANDERS is scheduled to launch the following day, September 25. If selected, the event could therefore be a great opportunity to celebrate and highlight the game immediately before its release.",No,Yes,No,Yes,"There is also a particularly good timing fit: the event takes place on September 24, and DEEPLANDERS is scheduled to launch the following day, September 25. If selected, the event could therefore be a great opportunity to celebrate and highlight the game immediately before its release.",sopa.games.studio@gmail.com
9/9/2026 20:03:26,Outta Space,https://store.steampowered.com/app/4616690/Outta_Space/,4616690,It's free and light and for cat lovers,Yes,Yes,No,No,,jebidev0302@gmail.com
9/9/2026 20:06:45,The Borderless,https://store.steampowered.com/app/3687370/The_Borderless/,3687370,"The Borderless is a cozy floating island management game focused on relaxing, building, and creating a welcoming place for visitors. Its calm atmosphere, light management systems, and player-driven island customization make it a good fit for players looking for a cozy and low-pressure experience.",No,Yes,No,No,,newedengames@gmail.com
9/9/2026 20:30:09,Agromatic,https://store.steampowered.com/app/4179990/Agromatic/,4179990,"The game is colony sim, farming, automation, I don't know it's still considered cozy or not, and the game itself is also designed to support half screen ""Play While You Work"" it's one of the main feature.",No,No,No,No,,hello@redfoc.com
9/9/2026 20:35:19,The Manaworks,https://store.steampowered.com/app/4818660/The_Manaworks_Demo/,4818660,"Although it's not a desktop companion game, the game features companions that are a big part of the game. They walk around and help gather resources, and you need to pet them to keep them happy. It's cute as heck and it pushes this game a lot more into cozy territory.",No,Yes,No,No,,zero-a-games@proton.me
9/9/2026 21:16:42,PUROMA,https://store.steampowered.com/app/4657480/PUROMA/,4657480,"PUROMA starts out as an active idler, but after you 'descend' a few times it becomes more passive and can be set to a docked/window mode while your automated 'workers' collect resources",No,No,No,No,,halftonegaming@gmail.com
9/9/2026 21:20:49,CryptidCam,https://store.steampowered.com/app/3772620/CryptidCam/,3772620,"My game isn't a desktop companion, but it is a low stakes, relaxing, cute photography game",No,Yes,No,No,,kharrisongames@gmail.com
9/9/2026 21:24:20,Big Dig,https://store.steampowered.com/app/4304900/Big_Dig/,4304900,"It is a cozy incremental game which feels like a sibling of desktop games. If you decide include cozy games that are not strictly desktop companion games, then I think it would be a great fit!",No,Yes,,No,,hjalte@tagmose.dk
9/9/2026 22:16:41,Tokaido,https://store.steampowered.com/app/648750/Tokaido/,648750,Our title strongly aligns with the cozy genre.,Yes,No,Yes,No,,contact@acram.eu
9/9/2026 22:19:10,Stone Age: Digital Edition,https://store.steampowered.com/app/2177570/Stone_Age_Digital_Edition/,2177570,Our title strongly aligns with the cozy genre.,Yes,No,Yes,Yes,An upcoming update featuring a fully integrated achievements system.,contact@acram.eu
9/9/2026 22:19:50,Charterstone: Digital Edition,https://store.steampowered.com/app/1046660/Charterstone_Digital_Edition/,1046660,Our title strongly aligns with the cozy genre.,Yes,No,Yes,No,,contact@acram.eu
9/9/2026 22:20:35,Eight-Minute Empire,https://store.steampowered.com/app/656590/EightMinute_Empire/,656590,,Yes,No,Yes,No,,contact@acram.eu
9/9/2026 22:21:11,GRASS,https://store.steampowered.com/app/4272100/Grass/,4272100,"Grass is more in the cozy space, not necessarily a desktop companion. ",No,Yes,No,Yes,Demo release,colby@studiostarpuppi.com
9/9/2026 22:31:54,Shop Crush,https://store.steampowered.com/app/2961120/Shop_Crush/,2961120,"Our game is a cozy narrative game built on a Desktop Companion model - there is no active session; all the decisions are made when the player has attention to them.

The game is a cozy shop sim with a unique mechanic of deciding between profitability and reputation.

Actually, the Turn-Based Lovers article sums up our game the best:

https://turnbasedlovers.com/overview/shop-crush-hides-a-psychological-horror-story-behind-limited-turn-bargaining/

Plus, we are also planning to introduce a Desktop Companion version to our game as well.",No,Yes,No,Yes,"New Trailer, New Playtest, Demo",bmilwolloh@gmail.com
9/9/2026 23:12:37,Towerix91,https://store.steampowered.com/app/4460530/Towerix91/,4460530,,Yes,Yes,No,No,,mrarcivorum@gmail.com
9/9/2026 23:30:13,Sushiamo,https://store.steampowered.com/app/4555040/Sushiamo/,4555040,"(Applying for the cozy part) It's cozy, cute and beloved by players :) ",No,Yes,No,No,,sushiamo.game@gmail.com
9/10/2026 0:42:05,Cinderia,https://store.steampowered.com/app/3214610/Cinderia/,3214610,"Cinderia is expanding beyond the core game experience and bringing its characters closer to players’ everyday desktop space. We already have desktop-themed decorative content available through the Steam Points Shop, and after the upcoming co-op update, we plan to further develop a dedicated desktop companion experience featuring characters from Cinderia.

While Cinderia is primarily an action roguelike, its character-driven dark fairy-tale world and our planned desktop companion content make it a natural fit for an event celebrating games that let players stay connected with their favorite characters beyond the main gameplay session.",No,Yes,Yes,Yes,"Yes. We plan to share an update on Cinderia’s upcoming desktop companion direction following our co-op update. This will include our plans to bring Cinderia’s characters onto players’ desktops, building on the desktop decorative content that is already available through the Steam Points Shop.",cinderiared@gmail.com
9/10/2026 1:47:40,South Fork,https://store.steampowered.com/app/4937210/South_Fork/,4937210,"My game is definitely in the ""cozy"" zone rather than the desktop companion zone. But it is focused on relationships, both with friends and family, and as such I think it would fit the overall event. The game takes place over a few weeks of a summer vacation, and a lot of the gameplay involves routine and cozy activities in a beach town that deepen those interpersonal relationships. (There's also a mystery to solve... haha)",No,No,No,No,,alielark@gmail.com
9/10/2026 2:04:42,Hook Nook,https://store.steampowered.com/app/4303570/Hook_Nook/,4303570,"We think Hook Nook is a fantastic fit for your festival because, at it's core, we built it as a desktop companion game that also features the companionship of having your friends on your screen with you! It's a cozy multiplayer social space where you can still use your computer to work, study, or relax as you fish up unique creatures and critters, chat with friends, and customize your character.

And a demo for the game will be releasing later in October as part of the Steam Next Fest!",No,No,No,No,,tactiletoquegamedev@gmail.com
9/10/2026 3:04:32,Dealer Shift,https://store.steampowered.com/app/3713920/Drug_Dealer_Schedule/,3713920,"Our game would be a great fit for Companion Falls for You because building a meaningful bond with your companion is at the heart of the experience. The relationship develops naturally through the player’s actions and shared moments, making the companion feel like an important part of the journey rather than just a supporting character. We believe this strong focus on connection and emotional attachment fits the theme of the festival very well.",No,No,No,No,,MindBrewStudio@outlook.com
9/10/2026 4:31:58,Highway Station Simulator,https://store.steampowered.com/app/4855970/Highway_Station_Simulator/,4855970,,No,No,No,No,,dualclusterstudios@gmail.com
9/10/2026 4:38:10,Beefy Boi,https://store.steampowered.com/app/4513510/Beefy_Boi/,4513510,"Beefy Boi is a job simulator horror, where you collect ingredients, assemble orders, and pass them out to customers. It's cozy in a kind of creepy humorous way. Players have been having fun with Mr. Meat chilling in the freezer, and assembling burgers. ",No,Yes,No,Yes,"We have three main updates for September. We'll be gearing up for our NextFest demo by the events time. So our customer system, additional assembly stations, and the players room where they'll pay bills and their quota will be added. So all these systems will be ready for the event, and one can most definitely be used during the event. ",angrytoastergames.official@gmail.com
